Paying Month,Amount,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/07/2023 0:00,1000,Direct Sales,Asia,2023,Lite Item 3806,XXX_Line_Item_2_A,1758.4,1,Customer15212,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,17584,5644.8
01/08/2023 0:00,22112,Direct Sales,Asia,2023,Line Item 11410,XXX_Line_Item_3_A,9090,1,Customer15213,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,90900,204
01/08/2023 0:00,166,Direct Sales,Asia,2023,Line Item 11411,XXX_Line_Item_1_A,1,1,Customer15214,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10,329.34
01/08/2023 0:00,140,Direct Sales,Asia,2023,Line Item 11412,XXX_Line_Item_2_A,44,1,Customer15215,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,440,475.2
01/08/2023 0:00,20,Direct Sales,Asia,2023,Lite Item 3807,XXX_Line_Item_3_A,17040,1,Customer15216,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,170400,244.8
01/08/2023 0:00,9336,Direct Sales,Asia,2023,Line Item 11413,XXX_Line_Item_1_A,519,1,Customer15217,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,5190,59.4
01/09/2023 0:00,3600,Direct Sales,Asia,2023,Line Item 11414,XXX_Line_Item_2_A,476,1,Customer15218,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,4760,1120
01/09/2023 0:00,359666,Direct Sales,Asia,2023,Line Item 11415,XXX_Line_Item_3_A,-2846.4,1,Customer15219,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,-28464,798.4
01/09/2023 0:00,166,Direct Sales,Asia,2023,Lite Item 3808,XXX_Line_Item_1_A,54,1,Customer15220,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,540,8609.6
01/09/2023 0:00,20,Direct Sales,Asia,2023,Line Item 11416,XXX_Line_Item_2_A,1559.4,1,Customer15221,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,15594,129.14
01/09/2023 0:00,97100,Direct Sales,Asia,2023,Line Item 11417,XXX_Line_Item_3_A,3078.16,1,Customer15222,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,30784,3925
01/09/2023 0:00,4396,Direct Sales,Asia,2023,Line Item 11418,XXX_Line_Item_1_A,-1416,1,Customer15223,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,-14160,440
01/09/2023 0:00,6636,Direct Sales,Asia,2023,Lite Item 3809,XXX_Line_Item_2_A,96.38,1,Customer15224,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,964,679.06
01/09/2023 0:00,15996,Direct Sales,Asia,2023,Line Item 11419,XXX_Line_Item_3_A,1398,1,Customer15225,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,13980,900
01/09/2023 0:00,3992,Direct Sales,Asia,2023,Line Item 11420,XXX_Line_Item_1_A,13980,1,Customer15226,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,139800,67.92
01/10/2023 0:00,97010,Direct Sales,Asia,2023,Line Item 11421,XXX_Line_Item_2_A,227.94,1,Customer15227,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,2280,1.92
01/10/2023 0:00,105560,Direct Sales,Asia,2023,Lite Item 3810,XXX_Line_Item_3_A,1198,1,Customer15228,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,11980,975
01/10/2023 0:00,79888,Direct Sales,Asia,2023,Line Item 11422,XXX_Line_Item_1_A,798.4,1,Customer15229,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,7984,341.5
01/10/2023 0:00,50180,Direct Sales,Asia,2023,Line Item 11423,XXX_Line_Item_2_A,239.6,1,Customer15230,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,2396,576.58
01/10/2023 0:00,9336,Direct Sales,Asia,2023,Line Item 11424,XXX_Line_Item_3_A,2,1,Customer15231,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,20,76.5
01/10/2023 0:00,2880,Direct Sales,Asia,2023,Lite Item 3811,XXX_Line_Item_1_A,59.9,1,Customer15232,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,600,65.36
01/10/2023 0:00,240,Direct Sales,Asia,2023,Line Item 11425,XXX_Line_Item_2_A,126.82,1,Customer15233,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1268,280
01/11/2023 0:00,786,Direct Sales,Asia,2023,Line Item 11426,XXX_Line_Item_3_A,66.4,1,Customer15234,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,664,13.96
01/11/2023 0:00,720,Direct Sales,Asia,2023,Line Item 11427,XXX_Line_Item_1_A,2798.6,1,Customer15235,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,27986,850
01/11/2023 0:00,60,Direct Sales,Asia,2023,Lite Item 3812,XXX_Line_Item_2_A,0,1,Customer15236,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,0,4612.38
01/11/2023 0:00,68324,Direct Sales,Asia,2023,Line Item 11428,XXX_Line_Item_3_A,4680,1,Customer15237,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,46800,1.94
01/12/2023 0:00,18000,Direct Sales,Asia,2023,Line Item 11429,XXX_Line_Item_1_A,0,1,Customer15238,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,6156,12.1
01/12/2023 0:00,454788,Direct Sales,Asia,2023,Line Item 11430,XXX_Line_Item_2_A,676,1,Customer15239,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,6760,55.68
01/12/2023 0:00,242340,Direct Sales,Asia,2023,Lite Item 3813,XXX_Line_Item_3_A,933.48,1,Customer15240,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9336,700.42
01/12/2023 0:00,117024,Direct Sales,Asia,2023,Line Item 11431,XXX_Line_Item_1_A,179.7,1,Customer15241,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1796,1410.02
01/12/2023 0:00,20,Direct Sales,Asia,2023,Line Item 11432,XXX_Line_Item_2_A,180,1,Customer15242,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1800,747.32
01/12/2023 0:00,720,Direct Sales,Asia,2023,Line Item 11433,XXX_Line_Item_3_A,7560,1,Customer15243,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,75600,725.34
01/12/2023 0:00,68324,Direct Sales,Asia,2023,Lite Item 3814,XXX_Line_Item_1_A,8598,1,Customer15244,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,85980,116.82
01/01/2024 0:00,72592,Direct Sales,Asia,2023,Line Item 11434,XXX_Line_Item_2_A,4738,1,Customer15245,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,47380,120.36
01/01/2024 0:00,954940,Direct Sales,Asia,2023,Line Item 11435,XXX_Line_Item_3_A,947.6,1,Customer15246,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,9476,157.08
01/01/2024 0:00,18826,Direct Sales,Asia,2024,Line Item 11436,XXX_Line_Item_1_A,199,1,Customer15247,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1990,2649.34
01/01/2024 0:00,36162,Direct Sales,Asia,2024,Lite Item 3815,XXX_Line_Item_2_A,148.2,1,Customer15248,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1482,2046.6
01/01/2024 0:00,10142,Direct Sales,Asia,2024,Line Item 11437,XXX_Line_Item_3_A,66.64,1,Customer15249,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,666,3076.88
01/01/2024 0:00,60,Direct Sales,Asia,2024,Line Item 11438,XXX_Line_Item_1_A,1269,1,Customer15250,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,12690,2198
01/01/2024 0:00,0,Direct Sales,Asia,2024,Line Item 11439,XXX_Line_Item_2_A,2,1,Customer15251,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,20,3041.1
01/02/2024 0:00,142698,Direct Sales,Asia,2024,Lite Item 3816,XXX_Line_Item_3_A,2988.76,1,Customer15252,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,29888,3.2
01/02/2024 0:00,38370,Direct Sales,Asia,2024,Line Item 11440,XXX_Line_Item_1_A,298,1,Customer15253,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,2980,0.56
01/02/2024 0:00,202720,Direct Sales,Asia,2024,Line Item 11441,XXX_Line_Item_2_A,947.6,0.6,Customer15254,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,9476,26.44
01/02/2024 0:00,166,Direct Sales,Asia,2024,Line Item 11442,XXX_Line_Item_3_A,6832.42,1,Customer15255,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,68324,0.52
01/02/2024 0:00,140,Direct Sales,Asia,2024,Lite Item 3817,XXX_Line_Item_1_A,1472,0.8,Customer15256,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,14720,7.62
01/02/2024 0:00,68324,Direct Sales,Asia,2024,Line Item 11443,XXX_Line_Item_2_A,933.48,1,Customer15257,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9336,349.34
01/02/2024 0:00,0,Direct Sales,Asia,2024,Line Item 11444,XXX_Line_Item_3_A,399.2,1,Customer15258,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,3992,291.72
01/03/2024 0:00,16624,Direct Sales,Asia,2024,Line Item 11445,XXX_Line_Item_1_A,2,1,Customer15259,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,20,1.34
01/03/2024 0:00,46108,Direct Sales,Asia,2024,Lite Item 3818,XXX_Line_Item_2_A,6832.42,1,Customer15260,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,68324,1.1
01/03/2024 0:00,12896,Direct Sales,Asia,2024,Line Item 11446,XXX_Line_Item_3_A,22969.8,0.8,Customer15261,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,229698,6.16
01/03/2024 0:00,101760,Direct Sales,Asia,2024,Line Item 11447,XXX_Line_Item_1_A,933.48,1,Customer15262,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9336,2.46
01/03/2024 0:00,2880,Direct Sales,Asia,2024,Line Item 11448,XXX_Line_Item_2_A,16762,0.8,Customer15263,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,167620,0.68
01/03/2024 0:00,240,Direct Sales,Asia,2024,Lite Item 3819,XXX_Line_Item_3_A,933.48,1,Customer15264,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9336,-41.6
01/04/2024 0:00,34890,Direct Sales,Asia,2024,Line Item 11449,XXX_Line_Item_1_A,6,1,Customer15265,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,60,-15
01/04/2024 0:00,166,Direct Sales,Asia,2024,Line Item 11450,XXX_Line_Item_2_A,72,1,Customer15266,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,720,-720
01/04/2024 0:00,140,Direct Sales,Asia,2024,Line Item 11451,XXX_Line_Item_3_A,7034.4,0.8,Customer15267,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,70344,-142.72
01/04/2024 0:00,68324,Direct Sales,Asia,2024,Lite Item 3820,XXX_Line_Item_1_A,13798,0.8,Customer15268,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,137980,1860
01/05/2024 0:00,18568,Direct Sales,Asia,2024,Line Item 11452,XXX_Line_Item_2_A,11752.8,0.8,Customer15269,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,117528,1500
01/05/2024 0:00,10142,Direct Sales,Asia,2024,Line Item 11453,XXX_Line_Item_3_A,9105,0.8,Customer15270,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,91050,2220
01/05/2024 0:00,664,Direct Sales,Asia,2024,Line Item 11454,XXX_Line_Item_1_A,1014.12,0.8,Customer15271,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10142,2340
01/05/2024 0:00,560,Direct Sales,Asia,2026,Lite Item 3821,XXX_Line_Item_2_A,1882.62,0.8,Customer15272,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,18826,499
01/06/2024 0:00,195116,Direct Sales,Asia,2025,Line Item 11455,XXX_Line_Item_3_A,3616.14,0.8,Customer15273,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,36162,1602
01/06/2024 0:00,254208,Direct Sales,Asia,2025,Line Item 11456,XXX_Line_Item_1_A,1814.8,0.8,Customer15274,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,18148,8126
01/06/2024 0:00,224494,Direct Sales,Asia,2025,Line Item 11457,XXX_Line_Item_2_A,1014.12,0.8,Customer15275,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10142,1725
01/07/2024 0:00,118416,Direct Sales,Asia,2026,Lite Item 3822,XXX_Line_Item_3_A,1858.56,0.8,Customer15276,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,18586,45.6
01/07/2024 0:00,106240,Direct Sales,Asia,2025,Line Item 11458,XXX_Line_Item_1_A,108.6,0.8,Customer15277,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1086,960
01/07/2024 0:00,10142,Direct Sales,Asia,2026,Line Item 11459,XXX_Line_Item_2_A,1882.62,0.8,Customer15278,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,18826,408
01/07/2024 0:00,195692,Direct Sales,Asia,2026,Line Item 11460,XXX_Line_Item_3_A,7995.5,0.8,Customer15279,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,79956,7056
01/07/2024 0:00,19232,Direct Sales,North America,2023,Lite Item 3823,XXX_Line_Item_1_A,0,1,Customer15280,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10500,720
01/08/2024 0:00,142580,Direct Sales,North America,2023,Line Item 11461,XXX_Line_Item_2_A,0,1,Customer15281,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,13308,14200
01/08/2024 0:00,40280,Direct Sales,North America,2023,Line Item 11462,XXX_Line_Item_3_A,0,1,Customer15282,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,0,0
01/08/2024 0:00,10142,Direct Sales,North America,2023,Line Item 11463,XXX_Line_Item_1_A,0,1,Customer15283,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,6840,758.46
01/08/2024 0:00,1086,Direct Sales,North America,2023,Lite Item 3824,XXX_Line_Item_2_A,0,1,Customer15284,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1260,900
01/09/2024 0:00,10142,Direct Sales,North America,2023,Line Item 11464,XXX_Line_Item_3_A,0,1,Customer15285,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,-5934,898.94
01/09/2024 0:00,31992,Direct Sales,North America,2023,Line Item 11465,XXX_Line_Item_1_A,0,1,Customer15286,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,46800,76.5
01/09/2024 0:00,235328,Direct Sales,North America,2022,Line Item 11466,XXX_Line_Item_2_A,0,1,Customer15287,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,10880,76.5
01/09/2024 0:00,97010,Direct Sales,North America,2022,Lite Item 3825,XXX_Line_Item_3_A,0,1,Customer15288,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,8,560
01/10/2024 0:00,6196,Direct Sales,North America,2021,Line Item 11467,XXX_Line_Item_1_A,0,1,Customer15289,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9360,255
01/10/2024 0:00,79888,Direct Sales,North America,2021,Line Item 11468,XXX_Line_Item_2_A,0,1,Customer15290,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,2808,538.5
01/10/2024 0:00,10142,Direct Sales,North America,2021,Line Item 11469,XXX_Line_Item_3_A,0,1,Customer15291,,USD,1,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,18180,62.1
01/10/2024 0:00,121912,Direct Sales,North America,2020,Lite Item 3826,XXX_Line_Item_1_A,0,1,Customer15292,,USD,1,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,18720,99.2
01/10/2024 0:00,40800,Direct Sales,North America,2020,Line Item 11470,XXX_Line_Item_2_A,0,1,Customer15293,,USD,1,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,5160,2.82
01/12/2025 0:00,124840,Direct Sales,North America,2024,Line Item 11471,XXX_Line_Item_3_A,0,0.6,Customer15294,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,77136,4458.8
01/12/2025 0:00,174448,Direct Sales,North America,2024,Line Item 11472,XXX_Line_Item_1_A,0,1,Customer15295,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,17878,242.6
01/12/2025 0:00,65194,Direct Sales,North America,2024,Lite Item 3827,XXX_Line_Item_2_A,0,1,Customer15296,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,3980,3812.52
01/12/2025 0:00,117024,Direct Sales,South America,2022,Line Item 13653,XXX_Line_Item_2_A,0,1,Customer18203,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,4784,1190
01/12/2025 0:00,10142,Direct Sales,South America,2022,Lite Item 4554,XXX_Line_Item_3_A,0,1,Customer18204,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,1040,1270.52
01/11/2025 0:00,10142,Direct Sales,South America,2022,Lite Item 4556,XXX_Line_Item_2_A,0,1,Customer18212,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1280,47.6
01/11/2025 0:00,34024,Direct Sales,South America,2022,Line Item 13660,XXX_Line_Item_3_A,0,1,Customer18213,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,2080,1758.4
01/01/2025 0:00,43612,Direct Sales,South America,2022,Line Item 13663,XXX_Line_Item_1_A,0,1,Customer18217,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,3442,10.08
01/01/2025 0:00,954940,Direct Sales,South America,2022,Line Item 13664,XXX_Line_Item_2_A,0,1,Customer18218,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,16086,600
01/01/2025 0:00,10142,Direct Sales,South America,2022,Line Item 13665,XXX_Line_Item_3_A,0,1,Customer18219,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1462,22.98
01/01/2025 0:00,18826,Direct Sales,South America,2022,Lite Item 4558,XXX_Line_Item_1_A,0,1,Customer18220,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,748,4.74
01/02/2025 0:00,103400,Direct Sales,South America,2022,Line Item 13666,XXX_Line_Item_2_A,0,1,Customer18221,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,2396,0.92
01/02/2025 0:00,10142,Direct Sales,South America,2022,Line Item 13667,XXX_Line_Item_3_A,0,1,Customer18222,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,9182,90
01/02/2025 0:00,188750,Direct Sales,South America,2022,Line Item 13668,XXX_Line_Item_1_A,0,1,Customer18223,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,582,4.14
01/03/2025 0:00,46108,Direct Sales,South America,2024,Line Item 13672,XXX_Line_Item_1_A,0,0.6,Customer18229,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,50256,1.48
01/03/2025 0:00,10142,Direct Sales,South America,2024,Lite Item 4561,XXX_Line_Item_1_A,0,0.8,Customer18232,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,122360,3963.12
01/03/2025 0:00,36796,Direct Sales,South America,2024,Line Item 13675,XXX_Line_Item_2_A,0,0.8,Customer18233,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,25724,12.36
01/03/2025 0:00,39600,Direct Sales,South America,2025,Lite Item 4562,XXX_Line_Item_2_A,0,0.8,Customer18236,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,43120,0
01/03/2025 0:00,383140,Direct Sales,South America,2025,Line Item 13678,XXX_Line_Item_3_A,0,0.8,Customer18237,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,25994,-196
01/04/2025 0:00,4344,Direct Sales,South America,2025,Lite Item 4563,XXX_Line_Item_3_A,0,0.8,Customer18240,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,38768,1935
01/04/2025 0:00,34890,Direct Sales,South America,2022,Line Item 13760,XXX_Line_Item_1_A,0,1,Customer18346,,GBP,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10776,649.74
01/04/2025 0:00,74098,Direct Sales,Asia,2022,Line Item 11487,XXX_Line_Item_3_A,199.6,1,Customer15315,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,1996,4112
01/04/2025 0:00,10142,Direct Sales,Asia,2022,Lite Item 3832,XXX_Line_Item_1_A,9,1,Customer15316,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,90,4875
01/05/2025 0:00,18568,Direct Sales,Asia,2023,Line Item 11488,XXX_Line_Item_2_A,2863.5,1,Customer15317,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,28636,1935
01/05/2025 0:00,18826,Direct Sales,Asia,2024,Line Item 11489,XXX_Line_Item_3_A,14,1,Customer15318,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,140,649.74
01/06/2025 0:00,70024,Direct Sales,Asia,2026,Line Item 11490,XXX_Line_Item_1_A,2941.6,0.8,Customer15319,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,29416,2997.78
01/06/2025 0:00,4344,Direct Sales,Asia,2026,Lite Item 3833,XXX_Line_Item_2_A,28539.46,0.8,Customer15320,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,285394,4875
01/06/2025 0:00,10142,Direct Sales,North America,2026,Line Item 11491,XXX_Line_Item_3_A,0,0.8,Customer15321,,USD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,19240,0
01/06/2025 0:00,63552,Direct Sales,Asia,2023,Line Item 11492,XXX_Line_Item_1_A,1080,1,Customer15322,,AUD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,10800,6612
01/06/2025 0:00,31800,Direct Sales,Asia,2023,Line Item 11493,XXX_Line_Item_2_A,276.94765,1,Customer15323,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,2996,6960
01/07/2025 0:00,106240,Direct Sales,Asia,2023,Lite Item 3834,XXX_Line_Item_3_A,886.32495,1,Customer15324,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,9584,3600
01/07/2025 0:00,52800,Direct Sales,Asia,2023,Line Item 11494,XXX_Line_Item_1_A,9695.4795,1,Customer15325,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,104850,16.48
01/07/2025 0:00,76048,Direct Sales,Asia,2023,Line Item 11495,XXX_Line_Item_2_A,0,1,Customer15326,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,5160,196
01/07/2025 0:00,9436,Direct Sales,Asia,2023,Line Item 11496,XXX_Line_Item_3_A,0,1,Customer15327,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,27280,349.34
01/07/2025 0:00,4344,Direct Sales,Asia,2023,Lite Item 3835,XXX_Line_Item_1_A,1122.75834,1,Customer15328,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,11994,1107.76
01/07/2025 0:00,195692,Direct Sales,Asia,2023,Line Item 11497,XXX_Line_Item_2_A,0,1,Customer15329,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,24180,14.24
01/08/2025 0:00,1086,Direct Sales,Asia,2023,Line Item 11498,XXX_Line_Item_3_A,0,1,Customer15330,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,24180,850
01/09/2025 0:00,65688,Direct Sales,Asia,2023,Line Item 11499,XXX_Line_Item_1_A,0,1,Customer15331,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,8520,349.64
01/09/2025 0:00,131518,Direct Sales,Asia,2023,Lite Item 3836,XXX_Line_Item_2_A,0,1,Customer15332,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,12000,1230
01/09/2025 0:00,14720,Direct Sales,Asia,2023,Line Item 11500,XXX_Line_Item_3_A,0,1,Customer15333,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,3648,5.04
01/10/2025 0:00,10142,Direct Sales,Asia,2023,Line Item 11501,XXX_Line_Item_1_A,0,1,Customer15334,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,1300,54.1
01/10/2025 0:00,1086,Direct Sales,Asia,2023,Line Item 11502,XXX_Line_Item_2_A,0,1,Customer15335,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,21960,63.14
01/10/2025 0:00,79888,Direct Sales,Asia,2023,Lite Item 3837,XXX_Line_Item_3_A,0,1,Customer15336,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,5980,2570.4
01/12/2024 0:00,167620,Direct Sales,Asia,2023,Line Item 11503,XXX_Line_Item_1_A,0,1,Customer15337,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,3316,499
01/12/2024 0:00,239740,Direct Sales,Asia,2023,Line Item 11504,XXX_Line_Item_2_A,0,1,Customer15338,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,47580,616.8
01/12/2024 0:00,18000,Direct Sales,Asia,2022,Line Item 11505,XXX_Line_Item_3_A,0,1,Customer15339,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,24180,190.4
01/11/2024 0:00,18826,Direct Sales,Asia,2022,Lite Item 3838,XXX_Line_Item_1_A,0,1,Customer15340,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,27280,476
01/11/2024 0:00,34024,Direct Sales,Asia,2022,Line Item 11506,XXX_Line_Item_2_A,0,1,Customer15341,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,17400,0
01/01/2026 0:00,82750,Direct Sales,Asia,2022,Line Item 11507,XXX_Line_Item_3_A,0,1,Customer15342,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Professional Services,24180,6.8
01/01/2026 0:00,30476,Direct Sales,Asia,2022,Line Item 11508,XXX_Line_Item_1_A,0,1,Customer15343,,NZD,,Product_Details_xxxxxxx,Product A,Other,Other,Subscriptions,600,437.46
